combo,combo_ja,phases,n_segments,n_bins_total,max_n_horses,min_n_horses,all_bin_keys_le20,sample_bin_keys,bin_type_primary,current_bin_rule
manken_shirushi+da_tekisei_code+umakigo_code+uma_start_shisu,万券印＋ダ適性＋馬記号＋馬スタート指数,4,1,625,125,1,(625個),"1|1|00|-0.1, 1|1|00|-0.2, 1|1|00|-0.3, 1|1|00|-0.7, 1|1|00|-0.8, 1|1|00|-1.1, 1|1|00|0.0, 1|1|00|0.1, 1|1|00|0.2, 1|1|05|0.3",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+gekiso_shisu+da_tekisei_code,万券印＋激走指数＋ダ適性,3,1,4845,122,1,(4845個),"1|100|2, 1|100|3, 1|101|2, 1|101|3, 1|102|2, 1|102|3, 1|103|3, 1|104|2, 1|104|3, 1|105|2",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+hizume_code+da_tekisei_code,万券印＋蹄コード＋ダ適性,3,1,334,106,1,(334個),"1|01|2, 1|02|1, 1|02|2, 1|02|3, 1|03|1, 1|03|2, 1|03|3, 1|04|2, 1|04|3, 1|05|3",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ichi_shisu+pace_shisu_juni,万券印＋位置指数＋ペース指数順位,3,1,3626,122,1,(3626個),"1|-0.2|3.0, 1|-0.3|1.0, 1|-0.3|2.0, 1|-0.3|3.0, 1|-0.3|4.0, 1|-0.4|3.0, 1|-0.4|5.0, 1|-0.5|10.0, 1|-0.5|4.0, 1|-0.6|1.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ichi_shisu_juni+da_tekisei_code+kyori_tekisei,万券印＋位置指数順位＋ダ適性＋距離適性,4,1,1126,113,1,(1126個),"1|1.0|1|1, 1|1.0|1|2, 1|1.0|1|5, 1|1.0|2|1, 1|1.0|2|2, 1|1.0|2|5, 1|1.0|3|0, 1|1.0|3|1, 1|1.0|3|2, 1|1.0|3|5",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ichi_shisu_juni+pace_shisu_juni,万券印＋位置指数順位＋ペース指数順位,3,3,2021,146,1,(2021個),"1|1.0|1.0, 1|1.0|10.0, 1|1.0|11.0, 1|1.0|12.0, 1|1.0|13.0, 1|1.0|14.0, 1|1.0|15.0, 1|1.0|2.0, 1|1.0|3.0, 1|1.0|4.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ichi_shisu_juni+ten_shisu_juni,万券印＋位置指数順位＋テン指数順位,3,4,2227,151,1,(2227個),"1|1.0|1.0, 1|1.0|10.0, 1|1.0|11.0, 1|1.0|12.0, 1|1.0|13.0, 1|1.0|14.0, 1|1.0|15.0, 1|1.0|16.0, 1|1.0|17.0, 1|1.0|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+agari_shisu_juni,万券印＋条件クラス＋上がり指数順位,3,2,701,279,1,(701個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|17.0, 1|0|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+hizume_code+kyakushitsu,万券印＋条件クラス＋蹄コード＋脚質,4,1,1878,131,1,(1878個),"1|0|01|1, 1|0|01|3, 1|0|02|1, 1|0|02|2, 1|0|02|3, 1|0|02|4, 1|0|03|1, 1|0|03|2, 1|0|03|3, 1|0|03|4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+hizume_code+omo_tekisei_code,万券印＋条件クラス＋蹄コード＋重適性,4,1,1305,183,1,(1305個),"1|0|01|1, 1|0|01|3, 1|0|02|1, 1|0|02|2, 1|0|02|3, 1|0|03|1, 1|0|03|2, 1|0|03|3, 1|0|04|1, 1|0|04|2",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+hizume_code+uma_deokure_ritsu,万券印＋条件クラス＋蹄コード＋馬出遅率,4,1,6129,132,1,(6129個),"1|0|01|0.0, 1|0|02|0.0, 1|0|02|10.0, 1|0|02|12.0, 1|0|02|14.0, 1|0|02|17.0, 1|0|02|18.0, 1|0|02|20.0, 1|0|02|25.0, 1|0|02|33.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+joshodo_code+kyuyo_riyu_bunrui_code,万券印＋条件クラス＋上昇度＋休養理由,4,1,208,115,1,(208個),"1|0|3|01, 1|0|3|02, 1|0|3|03, 1|0|3|04, 1|0|3|05, 1|0|3|07, 1|0|3|13, 1|0|5|01, 1|1|2|01, 1|1|3|01",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+kyuyo_riyu_bunrui_code,万券印＋条件クラス＋休養理由,3,1,165,117,1,(165個),"1|0|01, 1|0|02, 1|0|03, 1|0|04, 1|0|05, 1|0|07, 1|0|13, 1|1|01, 1|1|02, 1|1|03",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+pace_shisu_juni,万券印＋条件クラス＋ペース指数順位,3,1,659,115,1,(659個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|17.0, 1|0|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+rotation,万券印＋条件クラス＋ローテーション,3,1,1180,129,1,(1180個),"1|0|0.0, 1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|17.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+rotation+hizume_code,万券印＋条件クラス＋ローテーション＋蹄コード,4,1,4878,124,1,(4878個),"1|0|0.0|02, 1|0|0.0|04, 1|0|0.0|09, 1|0|0.0|10, 1|0|0.0|11, 1|0|0.0|18, 1|0|0.0|19, 1|0|0.0|21, 1|0|0.0|22, 1|0|0.0|23",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joken_class_code+ten_shisu_juni,万券印＋条件クラス＋テン指数順位,3,3,704,165,1,(704個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|17.0, 1|0|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joshodo_code+agari_shisu_juni,万券印＋上昇度＋上がり指数順位,3,1,230,166,1,(230個),"1|0|1.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|0|7.0, 1|0|8.0, 1|0|9.0, 1|3|1.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joshodo_code+gekiso_juni,万券印＋上昇度＋激走順位,3,1,197,168,1,(197個),"1|0|1.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|3|1.0, 1|3|10.0, 1|3|11.0, 1|3|2.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+joshodo_code+ten_shisu_juni,万券印＋上昇度＋テン指数順位,3,1,321,109,1,(321個),"1|0|1.0, 1|0|10.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|0|7.0, 1|0|8.0, 1|0|9.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+keibajo_code+hizume_code+kyakushitsu,万券印＋競馬場＋蹄コード＋脚質,4,1,4283,131,1,(4283個),"1|01|01|3, 1|01|01|4, 1|01|02|1, 1|01|02|2, 1|01|02|3, 1|01|02|4, 1|01|03|1, 1|01|03|2, 1|01|03|3, 1|01|03|4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+keibajo_code+pace_shisu_juni,万券印＋競馬場＋ペース指数順位,3,1,1386,188,1,(1386個),"1|01|1.0, 1|01|10.0, 1|01|11.0, 1|01|12.0, 1|01|13.0, 1|01|14.0, 1|01|15.0, 1|01|16.0, 1|01|2.0, 1|01|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kishu_shisu+kyori_tekisei+joshodo_code,万券印＋騎手指数＋距離適性＋上昇度,4,1,1330,115,1,(1330個),"1|0.1|5|3, 1|0.2|0|3, 1|0.2|1|3, 1|0.2|2|3, 1|0.2|5|3, 1|0.3|0|0, 1|0.3|0|3, 1|0.3|1|3, 1|0.3|2|3, 1|0.3|5|3",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+class_code,万券印＋脚質＋クラスコード,3,1,208,133,1,(208個),"1|1|04, 1|1|05, 1|1|06, 1|1|14, 1|1|15, 1|1|35, 1|2|04, 1|2|05, 1|2|06, 1|2|12",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+gekiso_juni,万券印＋脚質＋激走順位,3,1,567,178,1,(567個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|13.0, 1|0|15.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+hizume_code,万券印＋脚質＋蹄コード,3,2,561,139,1,(561個),"1|0|10, 1|0|18, 1|0|22, 1|1|01, 1|1|02, 1|1|03, 1|1|04, 1|1|06, 1|1|07, 1|1|09",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+joshodo_code+hizume_code,万券印＋脚質＋上昇度＋蹄コード,4,1,564,130,1,(564個),"1|0|3|22, 1|1|2|22, 1|1|2|23, 1|1|3|01, 1|1|3|02, 1|1|3|03, 1|1|3|06, 1|1|3|10, 1|1|3|11, 1|1|3|18",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+joshodo_code+kyori_kubun,万券印＋脚質＋上昇度＋距離区分,4,1,164,101,1,(164個),"1|0|0|中距離, 1|0|0|短距離, 1|0|3|中距離, 1|1|2|短距離, 1|1|3|中距離, 1|1|3|短距離, 1|1|3|長距離, 1|1|5|短距離, 1|2|2|中距離, 1|2|3|中距離",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+kyori_kubun,万券印＋脚質＋距離区分,3,1,111,104,1,(111個),"1|0|中距離, 1|0|短距離, 1|1|中距離, 1|1|短距離, 1|1|長距離, 1|2|中距離, 1|2|短距離, 1|2|長距離, 1|3|中距離, 1|3|短距離",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyakushitsu+pace_shisu_juni,万券印＋脚質＋ペース指数順位,3,1,590,122,1,(590個),"1|0|1.0, 1|0|10.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|0|7.0, 1|0|8.0, 1|0|9.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_kubun+da_tekisei_code+uma_start_shisu,万券印＋距離区分＋ダ適性＋馬スタート指数,4,1,956,139,1,(956個),"1|中距離|1|-0.1, 1|中距離|1|-0.2, 1|中距離|1|-0.3, 1|中距離|1|-0.7, 1|中距離|1|-0.8, 1|中距離|1|-1.1, 1|中距離|1|0.0, 1|中距離|1|0.1, 1|中距離|1|0.2, 1|中距離|1|0.3",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_kubun+kyori_tekisei+uma_start_shisu,万券印＋距離区分＋距離適性＋馬スタート指数,4,1,1289,145,1,(1289個),"1|中距離|0|-0.1, 1|中距離|0|-0.3, 1|中距離|0|-0.4, 1|中距離|0|-0.5, 1|中距離|0|-0.6, 1|中距離|0|-0.7, 1|中距離|0|-0.8, 1|中距離|0|-0.9, 1|中距離|0|-1.0, 1|中距離|0|-1.2",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_kubun+omo_tekisei_code+class_code,万券印＋距離区分＋重適性＋クラスコード,4,1,1255,134,1,(1255個),"1|マイル|1|03, 1|マイル|1|04, 1|マイル|1|05, 1|マイル|1|06, 1|マイル|1|09, 1|マイル|1|12, 1|マイル|1|14, 1|マイル|1|15, 1|マイル|2|01, 1|マイル|2|02",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_tekisei+agari_shisu_juni,万券印＋距離適性＋上がり指数順位,3,1,513,304,1,(513個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|2.0, 1|0|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_tekisei+ten_shisu_juni,万券印＋距離適性＋テン指数順位,3,3,739,126,1,(739個),"1|0|1.0, 1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|17.0, 1|0|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_tekisei+uma_start_shisu,万券印＋距離適性＋馬スタート指数,3,1,771,108,1,(771個),"1|0|-0.1, 1|0|-0.3, 1|0|-0.4, 1|0|-0.5, 1|0|-0.6, 1|0|-0.8, 1|0|-1.0, 1|0|-1.1, 1|0|-1.4, 1|0|-1.5",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_tekisei+umakigo_code+uma_start_shisu,万券印＋距離適性＋馬記号＋馬スタート指数,4,1,1277,128,1,(1277個),"1|0|00|-0.1, 1|0|00|-0.2, 1|0|00|-0.3, 1|0|00|-0.4, 1|0|00|-0.5, 1|0|00|-0.6, 1|0|00|-0.7, 1|0|00|-0.8, 1|0|00|-0.9, 1|0|00|-1.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+kyori_tekisei_2+ichi_shisu_juni,万券印＋距離適性2＋位置指数順位,3,1,481,143,1,(481個),"1|1|1.0, 1|1|10.0, 1|1|12.0, 1|1|13.0, 1|1|14.0, 1|1|16.0, 1|1|2.0, 1|1|3.0, 1|1|4.0, 1|1|5.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+nyukyu_nannichimae,万券印＋入厩何日前,2,2,545,109,1,(545個),"1|10.0, 1|105.0, 1|11.0, 1|12.0, 1|129.0, 1|13.0, 1|14.0, 1|15.0, 1|16.0, 1|17.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+omo_tekisei_code+agari_shisu_juni,万券印＋重適性＋上がり指数順位,3,2,494,197,1,(494個),"1|0|1.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|0|7.0, 1|0|8.0, 1|0|9.0, 1|1|1.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+omo_tekisei_code+gekiso_juni,万券印＋重適性＋激走順位,3,1,378,206,1,(378個),"1|0|1.0, 1|0|10.0, 1|0|13.0, 1|0|2.0, 1|0|3.0, 1|0|4.0, 1|0|5.0, 1|0|6.0, 1|1|1.0, 1|1|2.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+omo_tekisei_code+ichi_shisu_juni,万券印＋重適性＋位置指数順位,3,1,401,112,1,(401個),"1|0|1.0, 1|0|12.0, 1|1|1.0, 1|1|10.0, 1|1|11.0, 1|1|12.0, 1|1|13.0, 1|1|14.0, 1|1|15.0, 1|1|16.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+omo_tekisei_code+joshodo_code+agari_shisu_juni,万券印＋重適性＋上昇度＋上がり指数順位,4,1,651,140,1,(651個),"1|0|0|1.0, 1|0|0|2.0, 1|0|0|4.0, 1|0|0|5.0, 1|0|0|7.0, 1|0|0|8.0, 1|0|3|3.0, 1|0|3|9.0, 1|1|3|1.0, 1|1|3|10.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+omo_tekisei_code+kyakushitsu,万券印＋重適性＋脚質,3,1,106,114,1,(106個),"1|0|0, 1|0|4, 1|1|1, 1|1|2, 1|1|3, 1|1|4, 1|2|1, 1|2|2, 1|2|3, 1|2|4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_shisu_juni,万券印＋ペース指数順位,2,4,141,188,1,(141個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|15.0, 1|16.0, 1|17.0, 1|2.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_shisu_juni+ten_shisu_juni,万券印＋ペース指数順位＋テン指数順位,3,1,1983,136,1,(1983個),"1|1.0|1.0, 1|1.0|13.0, 1|1.0|15.0, 1|1.0|16.0, 1|1.0|2.0, 1|1.0|3.0, 1|1.0|4.0, 1|1.0|5.0, 1|1.0|6.0, 1|1.0|7.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+agari_shisu_juni,万券印＋ペース予想＋上がり指数順位,3,1,375,140,1,(375個),"1|H|1.0, 1|H|10.0, 1|H|11.0, 1|H|12.0, 1|H|13.0, 1|H|14.0, 1|H|15.0, 1|H|16.0, 1|H|2.0, 1|H|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+gekiso_juni,万券印＋ペース予想＋激走順位,3,1,256,168,1,(256個),"1|H|1.0, 1|H|10.0, 1|H|12.0, 1|H|2.0, 1|H|3.0, 1|H|4.0, 1|H|5.0, 1|H|6.0, 1|H|7.0, 1|H|8.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+ichi_shisu_juni+da_tekisei_code,万券印＋ペース予想＋位置指数順位＋ダ適性,4,1,865,120,1,(865個),"1|H|1.0|1, 1|H|1.0|2, 1|H|1.0|3, 1|H|10.0|1, 1|H|10.0|2, 1|H|10.0|3, 1|H|11.0|1, 1|H|11.0|2, 1|H|11.0|3, 1|H|12.0|1",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+joken_class_code+kijun_ninkijun_tansho,万券印＋ペース予想＋条件クラス＋基準人気順単勝,4,1,1471,142,1,(1471個),"1|H|0|1, 1|H|0|10, 1|H|0|11, 1|H|0|12, 1|H|0|14, 1|H|0|16, 1|H|0|17, 1|H|0|2, 1|H|0|3, 1|H|0|4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+rotation,万券印＋ペース予想＋ローテーション,3,1,499,163,1,(499個),"1|H|0.0, 1|H|1.0, 1|H|10.0, 1|H|11.0, 1|H|12.0, 1|H|13.0, 1|H|14.0, 1|H|15.0, 1|H|16.0, 1|H|17.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+ten_shisu_juni,万券印＋ペース予想＋テン指数順位,3,1,418,109,1,(418個),"1|H|1.0, 1|H|10.0, 1|H|11.0, 1|H|12.0, 1|H|13.0, 1|H|14.0, 1|H|15.0, 1|H|16.0, 1|H|17.0, 1|H|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+pace_yoso+tenkai_kigo_code+agari_shisu_juni,万券印＋ペース予想＋展開記号＋上がり指数順位,4,1,925,140,1,(925個),"1|H|0|10.0, 1|H|0|11.0, 1|H|0|12.0, 1|H|0|13.0, 1|H|0|14.0, 1|H|0|15.0, 1|H|0|16.0, 1|H|0|4.0, 1|H|0|5.0, 1|H|0|6.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+rotation,万券印＋ローテーション,2,1,224,129,1,(224個),"1|0.0, 1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|15.0, 1|16.0, 1|17.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+rotation+hizume_code,万券印＋ローテーション＋蹄コード,3,1,1206,124,1,(1206個),"1|0.0|02, 1|0.0|04, 1|0.0|09, 1|0.0|10, 1|0.0|11, 1|0.0|18, 1|0.0|19, 1|0.0|21, 1|0.0|22, 1|0.0|23",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+rotation+joshodo_code+hizume_code,万券印＋ローテーション＋上昇度＋蹄コード,4,1,1325,121,1,(1325個),"1|0.0|2|11, 1|0.0|3|02, 1|0.0|3|04, 1|0.0|3|09, 1|0.0|3|10, 1|0.0|3|11, 1|0.0|3|18, 1|0.0|3|19, 1|0.0|3|21, 1|0.0|3|22",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+shiba_tekisei_code+uma_deokure_ritsu,万券印＋芝適性＋馬出遅率,3,1,711,141,1,(711個),"1|1|0.0, 1|1|10.0, 1|1|11.0, 1|1|12.0, 1|1|13.0, 1|1|14.0, 1|1|15.0, 1|1|16.0, 1|1|17.0, 1|1|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ten_shisu_juni,万券印＋テン指数順位,2,4,144,170,3,(144個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|15.0, 1|16.0, 1|17.0, 1|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+ten_shisu_juni+pace_shisu_juni,万券印＋テン指数順位＋ペース指数順位,3,1,1541,129,1,(1541個),"1|1.0|1.0, 1|1.0|12.0, 1|1.0|13.0, 1|1.0|14.0, 1|1.0|2.0, 1|1.0|3.0, 1|1.0|4.0, 1|1.0|5.0, 1|1.0|6.0, 1|1.0|7.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+tenkai_kigo_code,万券印＋展開記号,2,1,40,124,8,(40個),"1|0, 1|1, 1|2, 1|3, 1|4, 2|0, 2|1, 2|2, 2|3, 2|4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+tenkai_kigo_code+agari_shisu_juni,万券印＋展開記号＋上がり指数順位,3,2,410,279,1,(410個),"1|0|10.0, 1|0|11.0, 1|0|12.0, 1|0|13.0, 1|0|14.0, 1|0|15.0, 1|0|16.0, 1|0|4.0, 1|0|5.0, 1|0|6.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+uma_deokure_ritsu+agari_shisu_juni,万券印＋馬出遅率＋上がり指数順位,3,1,3949,130,1,(3949個),"1|0.0|1.0, 1|0.0|10.0, 1|0.0|11.0, 1|0.0|12.0, 1|0.0|13.0, 1|0.0|14.0, 1|0.0|15.0, 1|0.0|16.0, 1|0.0|2.0, 1|0.0|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+uma_start_shisu+class_code,万券印＋馬スタート指数＋クラスコード,3,1,369,115,1,(369個),"1|-0.1|12, 1|-0.1|29, 1|-0.1|31, 1|-0.1|32, 1|-0.2|26, 1|-0.2|31, 1|-0.2|32, 1|-0.2|35, 1|-0.3|31, 1|-0.3|32",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+uma_start_shisu+uma_deokure_ritsu,万券印＋馬スタート指数＋馬出遅率,3,1,1540,110,1,(1540個),"1|-0.1|0.0, 1|-0.1|12.0, 1|-0.1|14.0, 1|-0.1|17.0, 1|-0.1|18.0, 1|-0.1|20.0, 1|-0.1|25.0, 1|-0.1|26.0, 1|-0.1|29.0, 1|-0.1|31.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+uma_start_shisu+umakigo_code,万券印＋馬スタート指数＋馬記号,3,1,344,114,1,(344個),"1|-0.1|00, 1|-0.1|05, 1|-0.1|06, 1|-0.2|00, 1|-0.2|05, 1|-0.2|06, 1|-0.3|00, 1|-0.3|05, 1|-0.4|00, 1|-0.5|00",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+umakigo_code+agari_shisu_juni,万券印＋馬記号＋上がり指数順位,3,1,271,162,1,(271個),"1|00|1.0, 1|00|10.0, 1|00|11.0, 1|00|12.0, 1|00|13.0, 1|00|14.0, 1|00|2.0, 1|00|3.0, 1|00|4.0, 1|00|5.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+umakigo_code+ichi_shisu_juni,万券印＋馬記号＋位置指数順位,3,1,364,118,1,(364個),"1|00|1.0, 1|00|10.0, 1|00|11.0, 1|00|12.0, 1|00|13.0, 1|00|14.0, 1|00|15.0, 1|00|16.0, 1|00|2.0, 1|00|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+umakigo_code+ichi_shisu_juni+da_tekisei_code,万券印＋馬記号＋位置指数順位＋ダ適性,4,1,924,135,1,(924個),"1|00|1.0|1, 1|00|1.0|2, 1|00|1.0|3, 1|00|10.0|1, 1|00|10.0|2, 1|00|10.0|3, 1|00|11.0|1, 1|00|11.0|2, 1|00|11.0|3, 1|00|12.0|1",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+umakigo_code+nyukyu_nannichimae,万券印＋馬記号＋入厩何日前,3,1,794,105,1,(794個),"1|00|10.0, 1|00|11.0, 1|00|12.0, 1|00|13.0, 1|00|14.0, 1|00|15.0, 1|00|16.0, 1|00|17.0, 1|00|18.0, 1|00|19.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+umakigo_code+uma_start_shisu,万券印＋馬記号＋馬スタート指数,3,1,615,607,1,(615個),"1|00|-0.1, 1|00|-0.2, 1|00|-0.3, 1|00|-0.4, 1|00|-0.5, 1|00|-0.6, 1|00|-0.7, 1|00|-0.8, 1|00|-0.9, 1|00|-1.0",categorical,万券印コード(1-8)そのままビン化
manken_shisu,万券指数,1,1,80,106,1,(80個),"2.0, 7.0, 9.0, 10.0, 11.0, 14.0, 16.0, 17.0, 19.0, 20.0",numeric_range,数値そのままビン化
manken_shisu+gekiso_juni,万券指数＋激走順位,2,2,947,114,1,(947個),"0.0|12.0, 0.0|15.0, 0.0|16.0, 1.0|15.0, 1.0|16.0, 2.0|15.0, 2.0|16.0, 3.0|13.0, 3.0|14.0, 3.0|16.0",numeric_range,数値そのままビン化
nyukyu_nannichimae,入厩何日前,1,1,70,104,1,(70個),"10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0",numeric_range,数値そのままビン化
nyukyu_nannichimae+gekiso_juni,入厩何日前＋激走順位,2,1,956,122,1,(956個),"10.0|1.0, 10.0|10.0, 10.0|11.0, 10.0|12.0, 10.0|13.0, 10.0|14.0, 10.0|15.0, 10.0|16.0, 10.0|2.0, 10.0|3.0",numeric_range,数値そのままビン化
nyukyu_nannichimae+kijun_ninkijun_tansho,入厩何日前＋基準人気順単勝,2,2,967,129,1,(967個),"10.0|1, 10.0|10, 10.0|11, 10.0|12, 10.0|13, 10.0|14, 10.0|15, 10.0|16, 10.0|2, 10.0|3",numeric_range,数値そのままビン化
nyukyu_nannichimae+kyori_tekisei,入厩何日前＋距離適性,2,1,240,155,1,(240個),"10.0|0, 10.0|1, 10.0|2, 10.0|3, 10.0|5, 10.0|6, 11.0|0, 11.0|1, 11.0|2, 11.0|3",numeric_range,数値そのままビン化
nyukyu_nannichimae+kyusha_hyoka_code+kyori_tekisei,入厩何日前＋厩舎評価＋距離適性,3,1,381,140,1,(381個),"10.0|1|2, 10.0|2|1, 10.0|2|5, 10.0|3|0, 10.0|3|1, 10.0|3|2, 10.0|3|3, 10.0|3|5, 10.0|3|6, 10.0|4|0",numeric_range,数値そのままビン化
nyukyu_nannichimae+omo_tekisei_code+uma_start_shisu,入厩何日前＋重適性＋馬スタート指数,3,1,1416,144,1,(1416個),"10.0|1|-0.1, 10.0|1|-0.2, 10.0|1|-0.5, 10.0|1|-0.7, 10.0|1|0.0, 10.0|1|0.1, 10.0|1|0.2, 10.0|2|-0.1, 10.0|2|-0.2, 10.0|2|-0.3",numeric_range,数値そのままビン化
nyukyu_nannichimae+omo_tekisei_code+umakigo_code,入厩何日前＋重適性＋馬記号,3,1,329,102,1,(329個),"10.0|0|05, 10.0|1|00, 10.0|1|05, 10.0|1|06, 10.0|2|00, 10.0|2|05, 10.0|2|06, 10.0|3|00, 10.0|3|05, 10.0|3|06",numeric_range,数値そのままビン化
nyukyu_nannichimae+uma_deokure_ritsu+shiba_tekisei_code,入厩何日前＋馬出遅率＋芝適性,3,1,2407,164,1,(2407個),"10.0|0.0|1, 10.0|0.0|2, 10.0|0.0|3, 10.0|10.0|2, 10.0|11.0|3, 10.0|12.0|2, 10.0|14.0|2, 10.0|15.0|2, 10.0|16.0|3, 10.0|17.0|2",numeric_range,数値そのままビン化
