segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
SURFACE_2_ダ,babajotai_heavy+manken_shirushi,combo,C,2,True,False,80.3,111609,0.5,111609,80.12,178.44,79.07,True,33198,79.95,78.07,78.2,80.8,80.8,78.2,True,,0.0,True,False,,,,,True,True,-15.93
SURFACE_2_ダ,babajotai_heavy+shirushi_code_2,combo,C,2,True,True,80.3,93283,0.5,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
GLOBAL,babajotai_heavy+shirushi_code_2,combo,C,2,True,True,80.2,192442,0.5,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,hobokusaki_rank+shirushi_code_2,combo,C,2,True,True,80.1,88793,0.5,88793,81.03,142.71,80.09,True,26708,81.19,79.52,81.8,81.1,80.6,80.6,True,,0.13,True,True,78.88,10.0,3.0,80.19,True,True,-14.91
GLOBAL,shirushi_code_2,numeric,C,1,False,True,80.1,192442,0.5,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
GLOBAL,prev2_chakujun+shirushi_code_2,combo,B,2,True,True,79.9,161290,0.5,160805,80.65,142.53,79.96,True,47483,80.6,79.36,80.9,80.6,80.2,80.2,True,,0.18,True,True,78.72,15.0,3.0,79.68,True,True,-15.04
SURFACE_2_ダ,kyakushitsu+shirushi_code_2,combo,C,2,True,True,79.9,93280,0.5,93280,80.9,143.26,79.98,True,27752,81.0,79.37,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.03,True,True,-15.02
GLOBAL,kyakushitsu+shirushi_code_2,combo,C,2,True,True,79.8,192433,0.5,192433,80.45,141.0,79.82,True,57429,80.53,79.41,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.48,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,hizume_code+shirushi_code_1,combo,B,2,True,True,79.7,100933,0.5,99216,80.26,145.96,79.36,True,29506,80.5,78.85,81.4,80.1,80.1,80.1,True,,0.16,True,True,78.11,10.0,3.0,79.31,True,True,-15.64
GLOBAL,bac_jouken+shirushi_code_2,combo,C,2,True,True,79.6,192442,0.5,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,manken_shirushi+prev1_corner4,combo,B,2,True,False,79.3,104407,0.5,104002,80.23,178.75,79.15,True,30732,80.16,78.2,78.3,80.8,81.5,78.3,True,,0.12,True,False,,,,,True,True,-15.85
SURFACE_2_ダ,prev1_corner4+shirushi_code_1,combo,C,2,True,True,79.1,101534,0.5,101016,80.22,145.83,79.32,True,29841,80.73,79.08,81.2,80.2,80.7,80.2,True,,0.14,True,True,78.06,10.0,3.0,79.26,True,True,-15.68
SURFACE_2_ダ,kishu_rank+shirushi_code_2,combo,C,2,True,True,78.7,93233,0.5,93233,80.9,143.25,79.99,True,27742,81.01,79.37,81.7,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.03,True,True,-15.01
SURFACE_2_ダ,kishu_rank+manken_shirushi,combo,C,2,True,False,77.5,111548,0.5,111548,80.12,178.44,79.07,True,33183,79.95,78.07,78.2,80.8,80.8,78.2,True,,0.0,True,False,,,,,True,True,-15.93
