segment,factors,n_valid_bins,n_valid_bets,mean_corrected_roi,std_bin_roi,clb,pass,skip
KEIBAJO_SURFACE_08_ダ,goal_juni+manken_shirushi+shirushi_code_2,5.0,797.0,93.33,7.18,87.03,True,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+manken_shirushi+shirushi_code_2,3.0,325.0,90.48,3.05,87.02,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+manken_shirushi+shirushi_code_4,3.0,352.0,90.04,2.66,87.02,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+ls_shisu_juni+shirushi_code_6,4.0,729.0,89.86,2.9,87.01,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+yoso_juni,6.0,799.0,93.64,8.3,87.0,True,False
KEIBAJO_SURFACE_08_ダ,manken_shirushi+shirushi_code_1+shirushi_code_5,4.0,515.0,91.81,4.94,86.97,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_6+yoso_juni,3.0,440.0,90.67,3.28,86.96,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_4+yoso_juni,3.0,473.0,92.66,5.03,86.96,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+ls_shisu_juni+shirushi_code_2,5.0,670.0,95.64,9.95,86.92,True,False
KEIBAJO_SURFACE_09_ダ,joa_odds_shisu+kijun_odds_tansho+shirushi_code_1,10.0,1221.0,89.49,4.16,86.91,True,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+shirushi_code_1+ten_shisu_juni,3.0,322.0,90.16,2.89,86.9,True,False
KEIBAJO_SURFACE_05_芝,hizume_code+shirushi_code_2+shirushi_code_6,6.0,796.0,91.23,5.4,86.9,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_2+wakuban,7.0,807.0,90.35,4.67,86.89,True,False
KEIBAJO_SURFACE_05_芝,joho_shisu+shirushi_code_3+shirushi_code_4,5.0,584.0,92.21,6.11,86.85,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyi_kyusha_rank+shirushi_code_2,6.0,865.0,91.94,6.39,86.83,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_2+shirushi_code_5,5.0,969.0,91.1,4.89,86.82,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_3,7.0,1109.0,89.87,4.14,86.8,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kyi_kyusha_rank+shirushi_code_6,3.0,328.0,90.9,3.62,86.8,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_1+shirushi_code_6+taikei_tomo,5.0,647.0,92.58,6.61,86.79,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_2+shirushi_code_6,3.0,633.0,89.08,2.02,86.79,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_kyakushitsu+shirushi_code_2,8.0,2065.0,91.84,7.29,86.79,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+shirushi_code_4+shirushi_code_6,3.0,476.0,90.36,3.15,86.79,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_2+yy_int,10.0,1352.0,91.1,6.96,86.78,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+shirushi_code_2,5.0,850.0,91.75,5.67,86.78,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_4+yoso_juni,4.0,576.0,89.82,3.14,86.75,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyori_tekisei+shirushi_code_5,6.0,764.0,91.78,6.32,86.72,True,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_2+shirushi_code_6,3.0,400.0,96.62,8.76,86.71,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+ls_shisu_juni+shirushi_code_1,4.0,567.0,90.35,3.73,86.7,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_corner4_bin+prev3_chakujun,4.0,506.0,90.88,4.29,86.68,True,False
KEIBAJO_SURFACE_06_芝,hizume_code+shirushi_code_2+shirushi_code_3,4.0,498.0,89.86,3.25,86.67,True,False
KEIBAJO_SURFACE_05_ダ,kishu_shisu+shirushi_code_2+shirushi_code_3,3.0,490.0,92.94,5.54,86.67,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+shirushi_code_4,3.0,405.0,93.33,5.89,86.66,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+manken_shirushi+uma_deokure_ritsu,5.0,705.0,92.04,6.14,86.66,True,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_tansho+kijun_odds_fukusho+shirushi_code_1,3.0,361.0,91.51,4.29,86.66,True,False
KEIBAJO_SURFACE_01_ダ,chokyoshi_rank+shirushi_code_1+shirushi_code_2,4.0,535.0,93.77,7.26,86.65,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_3,7.0,985.0,90.14,4.72,86.64,True,False
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+wakuban,3.0,309.0,93.91,6.43,86.63,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+manken_shirushi+shirushi_code_1,5.0,816.0,93.38,7.7,86.63,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+manken_shirushi+shirushi_code_1,6.0,1144.0,93.71,8.89,86.6,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+manken_shirushi+shirushi_code_4,3.0,388.0,90.0,3.0,86.6,True,False
KEIBAJO_SURFACE_05_芝,joho_shisu+shirushi_code_3+shirushi_code_6,6.0,665.0,91.77,6.49,86.58,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_2,4.0,729.0,88.87,2.36,86.56,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_1+taikei_tomo,3.0,451.0,89.11,2.26,86.55,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_2+yy_int,7.0,1108.0,90.68,5.58,86.55,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shutoku_shokin_ruikei+wakuban,8.0,909.0,90.95,6.38,86.53,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_4+yoso_juni,5.0,699.0,92.25,6.54,86.52,True,False
KEIBAJO_SURFACE_10_ダ,dochu_sa+hizume_code+kohan_3f_sa,3.0,475.0,89.56,2.7,86.51,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_5,4.0,479.0,90.75,4.34,86.49,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_3+shirushi_code_4+shirushi_code_6,3.0,557.0,90.08,3.17,86.49,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+goal_juni+shirushi_code_4,4.0,625.0,88.64,2.19,86.49,True,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+goal_juni+kijun_ninkijun_tansho,3.0,528.0,89.02,2.24,86.48,True,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_1+yy_int,9.0,1301.0,89.89,5.22,86.48,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+shirushi_code_2+shirushi_code_3,4.0,607.0,91.62,5.25,86.47,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_2,6.0,947.0,90.39,4.91,86.46,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+shirushi_code_1+wakuban,8.0,1575.0,92.71,9.02,86.46,True,False
KEIBAJO_SURFACE_06_芝,shirushi_code_2+shirushi_code_3+wakuban,5.0,634.0,90.52,4.65,86.45,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+kyi_kyusha_rank+shirushi_code_6,6.0,840.0,90.21,4.7,86.45,True,False
KEIBAJO_SURFACE_05_ダ,kishu_shisu+shirushi_code_5+shirushi_code_6,4.0,555.0,91.53,5.2,86.44,True,False
KEIBAJO_SURFACE_08_芝,kyori+prev1_chakujun+shirushi_code_6,3.0,363.0,91.48,4.45,86.44,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kishu_shisu+shirushi_code_1,4.0,515.0,91.27,4.94,86.43,True,False
KEIBAJO_SURFACE_01_ダ,omo_tekisei_code+shirushi_code_1+shirushi_code_3,3.0,407.0,89.32,2.56,86.42,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+omo_tekisei_code+shirushi_code_1,3.0,434.0,90.69,3.78,86.42,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+sanchimei+shirushi_code_1,6.0,1065.0,89.14,3.41,86.41,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+yoso_juni,7.0,1308.0,88.43,2.74,86.4,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+shirushi_code_3,5.0,1194.0,90.23,4.37,86.4,True,False
KEIBAJO_SURFACE_08_芝,futan_juryo+gekiso_juni+shirushi_code_2,3.0,369.0,89.33,2.62,86.37,True,False
KEIBAJO_SURFACE_01_ダ,shirushi_code_4+shirushi_code_6+shutoku_shokin_ruikei,4.0,612.0,91.43,5.17,86.36,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+ls_shisu_juni+shirushi_code_4,4.0,823.0,90.43,4.15,86.36,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_2+shirushi_code_4+yoso_juni,5.0,874.0,89.4,3.47,86.36,True,False
KEIBAJO_SURFACE_01_ダ,manken_shirushi+prev1_keibajo+taikei_dou,3.0,331.0,89.28,2.59,86.34,True,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+goal_juni+kishu_rank,5.0,621.0,88.05,1.96,86.34,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+kijun_ninkijun_fukusho+shirushi_code_2,3.0,420.0,91.4,4.48,86.33,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+kijun_ninkijun_fukusho+shirushi_code_2,3.0,420.0,91.4,4.48,86.33,True,False
KEIBAJO_SURFACE_02_芝,ichi_shisu_juni+shirushi_code_1+shirushi_code_2,4.0,526.0,90.55,4.32,86.32,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+shirushi_code_1+yoso_juni,3.0,394.0,90.0,3.26,86.31,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_1,6.0,993.0,89.76,4.33,86.3,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyori_tekisei+manken_shirushi,5.0,685.0,90.57,4.91,86.27,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+manken_shirushi,4.0,505.0,89.68,3.48,86.27,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+shirushi_code_2+shirushi_code_4,7.0,1047.0,89.35,4.15,86.27,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_kyakushitsu+shirushi_code_3,8.0,1168.0,88.86,3.74,86.26,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+ten_shisu_juni,3.0,502.0,92.35,5.39,86.25,True,False
KEIBAJO_SURFACE_01_ダ,joken_class_code+shirushi_code_4+shirushi_code_6,4.0,645.0,91.06,4.93,86.23,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+gekiso_juni+uma_start_shisu,3.0,341.0,86.73,0.45,86.22,True,False
KEIBAJO_SURFACE_01_ダ,kishu_rank+shirushi_code_3+shirushi_code_5,4.0,626.0,87.92,1.74,86.22,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+gekiso_juni+uma_start_shisu,3.0,341.0,86.73,0.45,86.22,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+shirushi_code_2,3.0,582.0,91.33,4.52,86.22,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+ten_shisu_juni,3.0,503.0,91.9,5.02,86.22,True,False
KEIBAJO_SURFACE_01_ダ,pace_yoso+sanchimei+shirushi_code_6,3.0,308.0,90.05,3.39,86.21,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+yoso_juni,6.0,1206.0,88.69,3.11,86.2,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+prev1_kyakushitsu+prev2_chakujun,4.0,468.0,90.36,4.25,86.19,True,False
KEIBAJO_SURFACE_05_芝,hizume_code+shirushi_code_2+shirushi_code_5,4.0,535.0,89.52,3.4,86.19,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+manken_shirushi+prev1_kyakushitsu,8.0,1147.0,92.89,9.69,86.18,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_2+shirushi_code_3+yy_int,11.0,1525.0,88.45,3.85,86.17,True,False
KEIBAJO_SURFACE_08_芝,kyori+prev1_chakujun+shirushi_code_4,3.0,374.0,89.89,3.32,86.13,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+shirushi_code_5,5.0,654.0,91.33,5.94,86.12,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+shirushi_code_2,4.0,1056.0,89.59,3.54,86.12,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+prev1_kyakushitsu,6.0,668.0,91.67,6.95,86.11,True,False
KEIBAJO_SURFACE_05_ダ,chokyoshi_rank+shirushi_code_2+shirushi_code_5,15.0,2295.0,88.94,5.6,86.1,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+shirushi_code_4+yoso_juni,4.0,535.0,90.74,4.73,86.1,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+joa_ls_shisu+shirushi_code_2,3.0,569.0,92.58,5.74,86.08,True,False
KEIBAJO_SURFACE_05_芝,shirushi_code_1+shirushi_code_2+taikei_tomo,10.0,1325.0,89.25,5.14,86.07,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+moshoku_code,4.0,672.0,89.11,3.09,86.07,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+prev1_kyakushitsu,8.0,989.0,90.32,6.17,86.04,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_6,4.0,602.0,91.45,5.52,86.04,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+shirushi_code_3+yoso_juni,3.0,535.0,89.54,3.1,86.03,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_5+shirushi_code_6,5.0,800.0,87.51,1.69,86.03,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_4,6.0,1127.0,88.87,3.57,86.02,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kyori_tekisei+ten_shisu_juni,3.0,382.0,88.67,2.37,86.0,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+omo_tekisei_code+shirushi_code_1,3.0,442.0,90.36,3.86,85.99,True,False
KEIBAJO_SURFACE_01_ダ,barei+shirushi_code_2+shirushi_code_3,4.0,526.0,93.04,7.21,85.98,True,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+pace_shisu_juni,3.0,527.0,92.74,5.98,85.97,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+ls_shisu_juni+shirushi_code_2,7.0,1738.0,92.34,8.59,85.97,True,False
KEIBAJO_SURFACE_01_ダ,barei+kijun_ninkijun_tansho+shirushi_code_2,4.0,555.0,91.44,5.59,85.96,True,False
KEIBAJO_SURFACE_08_芝,ls_shisu_juni+prev1_chakujun+shirushi_code_3,4.0,582.0,87.71,1.79,85.95,True,False
KEIBAJO_SURFACE_06_ダ,prev1_kyakushitsu+prev3_chakujun+shirushi_code_2,8.0,966.0,90.5,6.58,85.94,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_6+yoso_juni,4.0,623.0,92.91,7.13,85.92,True,False
KEIBAJO_SURFACE_09_ダ,shirushi_code_2+shirushi_code_5+wakuban,8.0,1035.0,91.1,7.49,85.91,True,False
KEIBAJO_SURFACE_01_ダ,barei+goal_sa+kyori_tekisei,3.0,448.0,90.16,3.76,85.9,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+wakuban,7.0,840.0,90.23,5.84,85.9,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+shirushi_code_5+wakuban,7.0,828.0,88.29,3.23,85.89,True,False
KEIBAJO_SURFACE_08_ダ,shirushi_code_2+shirushi_code_5+wakuban,4.0,442.0,90.7,4.92,85.88,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_fukusho+manken_shirushi,3.0,447.0,89.53,3.23,85.87,True,False
KEIBAJO_SURFACE_07_ダ,hizume_code+shirushi_code_2+shirushi_code_6,6.0,921.0,88.5,3.29,85.87,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+shirushi_code_5,4.0,965.0,91.06,5.31,85.86,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_2+yoso_juni,4.0,706.0,89.56,3.79,85.85,True,False
SURFACE_2_芝,chokyo_shisu+shirushi_code_2+shirushi_code_5,3.0,448.0,91.17,4.72,85.83,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+pace_yoso,10.0,1323.0,88.75,4.74,85.82,True,False
KEIBAJO_SURFACE_02_芝,agari_shisu_juni+kijun_ninkijun_fukusho+kijun_ninkijun_tansho,4.0,525.0,91.05,5.33,85.82,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_heavy+shirushi_code_5+shirushi_code_6,4.0,497.0,93.15,7.49,85.81,True,False
KEIBAJO_SURFACE_05_ダ,kyakushitsu+shirushi_code_2+shirushi_code_6,29.0,4070.0,90.22,12.11,85.81,True,False
KEIBAJO_SURFACE_01_ダ,babajotai_code_dirt+shirushi_code_5+shirushi_code_6,4.0,497.0,93.15,7.49,85.81,True,False
KEIBAJO_SURFACE_02_芝,pace_yoso+shirushi_code_1+shirushi_code_3,6.0,814.0,92.07,7.84,85.8,True,False
KEIBAJO_SURFACE_06_ダ,goal_sa+uma_deokure_ritsu+yy_int,8.0,924.0,88.86,4.41,85.8,True,False
KEIBAJO_SURFACE_05_ダ,shirushi_code_2+shirushi_code_5+shirushi_code_6,12.0,2184.0,89.48,6.52,85.79,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_4,5.0,942.0,89.22,3.91,85.79,True,False
KEIBAJO_SURFACE_07_ダ,ichi_shisu_juni+kijun_ninkijun_tansho+yoso_juni,3.0,440.0,87.29,1.33,85.79,True,False
KEIBAJO_SURFACE_06_ダ,gekiso_type+joa_ls_shisu+kishu_kitai_sanchakunai_ritsu,3.0,347.0,103.44,15.61,85.77,True,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+omo_tekisei_code+shirushi_code_3,3.0,406.0,90.2,3.94,85.75,True,False
KEIBAJO_SURFACE_01_ダ,bac_tosu+kijun_ninkijun_fukusho+shirushi_code_1,3.0,420.0,89.51,3.35,85.72,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+hobokusaki_rank+shirushi_code_5,5.0,700.0,90.62,5.6,85.71,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_2+yoso_juni,3.0,371.0,87.42,1.52,85.7,True,False
KEIBAJO_SURFACE_08_芝,bac_grade+goal_juni+shirushi_code_4,3.0,405.0,88.18,2.19,85.7,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_kyakushitsu+rotation,4.0,487.0,92.37,6.82,85.69,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+prev1_kyakushitsu+shirushi_code_5,5.0,772.0,90.66,5.67,85.69,True,False
KEIBAJO_SURFACE_03_芝,bac_juryo_shubetsu_code+pace_shisu_juni+shirushi_code_6,3.0,422.0,98.65,11.46,85.68,True,False
KEIBAJO_SURFACE_08_芝,goal_juni+shirushi_code_2+shirushi_code_6,6.0,1196.0,89.11,4.29,85.68,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+manken_shirushi,3.0,404.0,92.86,6.34,85.68,True,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_4,7.0,1166.0,89.47,5.13,85.67,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_4+yoso_juni,8.0,1400.0,87.69,2.93,85.66,True,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+manken_shirushi+omo_tekisei_code,5.0,669.0,89.77,4.7,85.65,True,False
KEIBAJO_SURFACE_02_芝,hobokusaki_rank+shirushi_code_1+shirushi_code_3,4.0,595.0,91.93,6.42,85.64,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+shirushi_code_1+yoso_juni,7.0,1404.0,90.39,6.41,85.64,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+shirushi_code_2+shirushi_code_5,3.0,430.0,90.64,4.42,85.64,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+shirushi_code_1+yy_int,7.0,1156.0,90.04,5.93,85.64,True,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kyori+yoso_juni,5.0,678.0,88.82,3.64,85.63,True,False
KEIBAJO_SURFACE_07_ダ,kijun_ninkijun_fukusho+prev1_bataiju_bin+shirushi_code_2,7.0,1143.0,87.65,2.73,85.63,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+hizume_code+shirushi_code_2,3.0,411.0,87.18,1.38,85.62,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_fukusho+kijun_odds_fukusho,6.0,1063.0,88.41,3.5,85.61,True,False
KEIBAJO_SURFACE_08_芝,bac_tosu+shirushi_code_1+shirushi_code_6,4.0,462.0,90.8,5.32,85.59,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_3+shirushi_code_4,4.0,1071.0,90.71,5.24,85.58,True,False
KEIBAJO_SURFACE_07_ダ,kohan_3f_juni+shirushi_code_1+yoso_juni,3.0,400.0,88.75,2.8,85.58,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_juni,3.0,347.0,89.47,3.43,85.58,True,False
KEIBAJO_SURFACE_09_ダ,manken_shirushi+shirushi_code_2+shirushi_code_3,5.0,906.0,93.99,9.62,85.57,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_sa+kyi_kyusha_rank,3.0,368.0,88.53,2.61,85.57,True,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_2+yoso_juni,6.0,877.0,91.14,6.97,85.56,True,False
KEIBAJO_SURFACE_03_ダ,bac_tosu+futan_juryo+uma_tokki_3,3.0,341.0,100.53,13.23,85.56,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+shirushi_code_6+shutoku_shokin_ruikei,4.0,555.0,87.21,1.69,85.56,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+shirushi_code_1,4.0,560.0,90.72,5.27,85.55,True,False
KEIBAJO_SURFACE_10_芝,goal_sa+prev1_bataiju_bin+shirushi_code_2,3.0,419.0,94.37,7.8,85.55,True,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+shirushi_code_3,3.0,566.0,88.31,2.44,85.54,True,False
KEIBAJO_SURFACE_07_ダ,kijun_odds_fukusho+ls_shisu_juni+shirushi_code_6,4.0,683.0,88.28,2.79,85.54,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+shirushi_code_6+yoso_juni,4.0,504.0,89.17,3.71,85.54,True,False
KEIBAJO_SURFACE_10_ダ,dochu_sa+hizume_code+kohan_3f_juni,3.0,444.0,90.07,4.02,85.52,True,False
KEIBAJO_SURFACE_08_芝,shirushi_code_2+shirushi_code_6+wakuban,5.0,559.0,88.71,3.66,85.51,True,False
KEIBAJO_SURFACE_08_芝,hizume_code+shirushi_code_2+shirushi_code_4,4.0,548.0,86.93,1.44,85.51,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_4,4.0,638.0,91.35,5.96,85.51,True,False
KEIBAJO_SURFACE_03_ダ,agari_shisu_juni+joa_ls_shisu+prev1_keibajo,5.0,519.0,91.09,6.38,85.5,True,False
KEIBAJO_SURFACE_03_芝,goal_juni+kijun_ninkijun_tansho+shirushi_code_6,3.0,525.0,87.1,1.42,85.49,True,False
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank+shirushi_code_2+shirushi_code_6,8.0,1189.0,89.6,5.94,85.49,True,False
KEIBAJO_SURFACE_01_ダ,barei+goal_juni+sanchimei,3.0,311.0,97.12,10.27,85.49,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_ninkijun_tansho+kijun_odds_fukusho,6.0,1067.0,88.27,3.48,85.49,True,False
KEIBAJO_SURFACE_06_ダ,manken_shirushi+shirushi_code_1+uma_deokure_ritsu,3.0,357.0,96.26,9.53,85.48,True,False
KEIBAJO_SURFACE_01_芝,bataiju_change_bin+shirushi_code_1+shirushi_code_5,4.0,605.0,90.51,5.14,85.47,True,False
KEIBAJO_SURFACE_09_芝,shirushi_code_2+shirushi_code_6+wakuban,9.0,1178.0,89.98,6.91,85.47,True,False
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+kijun_ninkijun_fukusho+shirushi_code_2,3.0,438.0,92.78,6.46,85.46,True,False
KEIBAJO_SURFACE_08_芝,bac_jouken+goal_sa+shirushi_code_4,6.0,883.0,90.77,6.63,85.46,True,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+shirushi_code_1,4.0,827.0,88.76,3.38,85.45,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_5,7.0,1255.0,88.58,4.24,85.44,True,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_2+shirushi_code_5,5.0,1018.0,89.04,4.1,85.44,True,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyi_kyusha_rank+shirushi_code_2,6.0,1171.0,87.92,3.13,85.42,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+moshoku_code+shirushi_code_1,4.0,576.0,92.33,7.06,85.41,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori+shirushi_code_3,4.0,618.0,90.19,4.88,85.4,True,False
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+kyi_kyusha_rank,4.0,598.0,93.39,8.16,85.39,True,False
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_sa+tenkai_kigo_code,4.0,495.0,89.88,4.61,85.36,True,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+shirushi_code_1+shirushi_code_3,3.0,614.0,88.7,2.95,85.36,True,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_3+yoso_juni,3.0,580.0,92.13,6.0,85.34,True,False
KEIBAJO_SURFACE_10_芝,barei+goal_juni+yoso_juni,4.0,549.0,87.69,2.41,85.33,True,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+manken_shirushi+shirushi_code_5,3.0,355.0,91.23,5.22,85.33,True,False
KEIBAJO_SURFACE_01_ダ,barei+goal_sa+prev1_kyakushitsu,3.0,476.0,89.34,3.54,85.33,True,False
KEIBAJO_SURFACE_06_芝,joa_odds_shisu+kijun_ninkijun_tansho+shirushi_code_4,8.0,972.0,89.41,5.92,85.31,True,False
